"CNKEY";"CN_CODE";"LEVEL";"NAME_FR"
"481310000080";"48131000";"4";"en cahiers ou en tubes"
"481320000080";"48132000";"4";"en rouleaux d'une largeur n'excédant pas 5 cm"
"481390000080";"481390";"4";"autres"
"481390100080";"48139010";"5";"en rouleaux d'une largeur excédant 5 cm mais n'excédant pas 15 cm"
"481390900080";"48139090";"5";"autres"
"481400000080";"4814";"3";"Papiers peints et revêtements muraux similaires; vitrauphanies"
"481420000080";"48142000";"4";"Papiers peints et revêtements muraux similaires, constitués par du papier enduit ou recouvert, sur l'endroit, d'une couche de matière plastique grainée, gaufrée, coloriée, imprimée de motifs ou autrement décorée"
"481490000080";"481490";"4";"autres"
"481490100080";"48149010";"5";"Papiers peints et revêtements muraux similaires, constitués de papier grainé, gaufré, colorié en surface, imprimé de motifs ou autrement décoré en surface, enduits ou recouverts de matière plastique protectrice transparente"
"481490700080";"48149070";"5";"autres"
"481600000080";"4816";"3";"Papiers carbone, papiers dits « autocopiants » et autres papiers pour duplication ou reports (autres que ceux du no 4809), stencils complets et plaques offset, en papier, même conditionnés en boîtes"
"481620000080";"48162000";"4";"Papiers dits « autocopiants »"
"481690000080";"48169000";"4";"autres"
"481700000080";"4817";"3";"Enveloppes, carteslettres, cartes postales non illustrées et cartes pour correspondance, en papier ou carton; boîtes, pochettes et présentations similaires, en papier ou carton, renfermant un assortiment d'articles de correspondance"
"481710000080";"48171000";"4";"Enveloppes"
"481720000080";"48172000";"4";"Carteslettres, cartes postales non illustrées et cartes pour correspondance"
"481730000080";"48173000";"4";"Boîtes, pochettes et présentations similaires, en papier ou carton, renfermant un assortiment d'articles de correspondance"
"481800000080";"4818";"3";"Papiers des types utilisés pour papiers de toilette et pour papiers similaires, ouate de cellulose ou nappes de fibres de cellulose, des types utilisés à des fins domestiques ou sanitaires, en rouleaux d'une largeur n'excédant pas 36 cm, ou coupés à format; mouchoirs, serviettes à démaquiller, essuiemains, nappes, serviettes de table, draps de lit et articles similaires à usages domestiques, de toilette, hygiéniques ou hospitaliers, vêtements et accessoires du vêtement, en pâte à papier, papier, ouate de cellulose ou nappes de fibres de cellulose"
"481810000080";"481810";"4";"Papier hygiénique"
"481810100080";"48181010";"5";"d'un poids, par pli, au mètre carré n'excédant pas 25 g"
"481810900080";"48181090";"5";"d'un poids, par pli, au mètre carré excédant 25 g"
"481820000080";"481820";"4";"Mouchoirs, serviettes à démaquiller et essuiemains"
"481820100080";"48182010";"5";"Mouchoirs et serviettes à démaquiller"
"481820910010";"";"5";"Essuiemains"
"481820910080";"48182091";"6";"en rouleaux"
"481820990080";"48182099";"6";"autres"
"481830000080";"48183000";"4";"Nappes et serviettes de table"
"481850000080";"48185000";"4";"Vêtements et accessoires du vêtement"
"481890000080";"481890";"4";"autres"
"481890100080";"48189010";"5";"Articles à usage chirurgical, médical ou hygiénique, non conditionnés pour la vente au détail"
"481890900080";"48189090";"5";"autres"
"481900000080";"4819";"3";"Boîtes, sacs, pochettes, cornets et autres emballages en papier, carton, ouate de cellulose ou nappes de fibres de cellulose; cartonnages de bureau, de magasin ou similaires"
"481910000080";"48191000";"4";"Boîtes et caisses en papier ou carton ondulé"
"481920000080";"48192000";"4";"Boîtes et cartonnages, pliants, en papier ou carton non ondulé"
"481930000080";"48193000";"4";"Sacs d'une largeur à la base de 40 cm ou plus"
"481940000080";"48194000";"4";" autres sacs; sachets, pochettes (autres que celles pour disques) et cornets"
"481950000080";"48195000";"4";"autres emballages, y compris les pochettes pour disques"
"481960000080";"48196000";"4";"Cartonnages de bureau, de magasin ou similaires"
"482000000080";"4820";"3";"Registres, livres comptables, carnets (de notes, de commandes, de quittances), agendas, blocsmémorandums, blocs de papier à lettres et ouvrages similaires, cahiers, sousmain, classeurs, reliures (à feuillets mobiles ou autres), chemises et couvertures à dossiers et autres articles scolaires, de bureau ou de papeterie, y compris les liasses et carnets manifold, même comportant des feuilles de papier carbone, en papier ou carton; albums pour échantillonnages ou pour collections et couvertures pour livres, en papier ou carton"
"482010000080";"482010";"4";"Registres, livres comptables, carnets (de notes, de commandes, de quittances), blocsmémorandums, blocs de papier à lettres, agendas et ouvrages similaires"
"482010100080";"48201010";"5";"Registres, livres comptables et carnets de commandes ou de quittances"
"482010300080";"48201030";"5";"Carnets de notes, blocs de papier à lettres et blocsmémorandums"
"482010500080";"48201050";"5";"Agendas"
"482010900080";"48201090";"5";"autres"
"482020000080";"48202000";"4";"Cahiers"
"482030000080";"48203000";"4";"Classeurs, reliures (autres que les couvertures pour livres), chemises et couvertures à dossiers"
"482040000080";"48204000";"4";"Liasses et carnets manifold, même comportant des feuilles de papier carbone"
"482050000080";"48205000";"4";"Albums pour échantillonnages ou pour collections"
"482090000080";"48209000";"4";"autres"
"482100000080";"4821";"3";"Étiquettes de tous genres, en papier ou carton, imprimées ou non"
"482110000080";"482110";"4";"imprimées"
"482110100080";"48211010";"5";"autoadhésives"
"482110900080";"48211090";"5";"autres"
"482190000080";"482190";"4";"autres"
"482190100080";"48219010";"5";"autoadhésives"
"482190900080";"48219090";"5";"autres"
"482200000080";"4822";"3";"Tambours, bobines, fusettes, canettes et supports similaires, en pâte à papier, papier ou carton, même perforés ou durcis"
"482210000080";"48221000";"4";"des types utilisés pour l'enroulement des fils textiles"
"482290000080";"48229000";"4";"autres"
"482300000080";"4823";"3";"Autres papiers, cartons, ouate de cellulose et nappes de fibres de cellulose découpés à format; autres ouvrages en pâte à papier, papier, carton, ouate de cellulose ou nappes de fibres de cellulose"
"482320000080";"48232000";"4";"Papier et cartonfiltre"
"482340000080";"48234000";"4";"Papiers à diagrammes pour appareils enregistreurs, en bobines, en feuilles ou en disques"
"482361000010";"";"4";"Plateaux, plats, assiettes, tasses, gobelets et articles similaires, en papier ou carton"
"482361000080";"48236100";"5";"en bambou"
"482369000080";"482369";"5";"autres"
"482369100080";"48236910";"6";"Plateaux, plats et assiettes"
"482369900080";"48236990";"6";"autres"
"482370000080";"482370";"4";"Articles moulés ou pressés en pâte à papier"
"482370100080";"48237010";"5";"Emballages alvéolaires pour œufs"
"482370900080";"48237090";"5";"autres"
"482390000080";"482390";"4";"autres"
"482390400080";"48239040";"5";"Papiers et cartons des types utilisés pour l'écriture, l'impression ou d'autres fins graphiques"
"482390850080";"48239085";"5";"autres"
"490021000090";"49";"2";"CHAPITRE 49  PRODUITS DE L'ÉDITION, DE LA PRESSE OU DES AUTRES INDUSTRIES GRAPHIQUES; TEXTES MANUSCRITS OU DACTYLOGRAPHIÉS ET PLANS"
"490100000080";"4901";"3";"Livres, brochures et imprimés similaires, même sur feuillets isolés"
"490110000080";"49011000";"4";"en feuillets isolés, même pliés"
"490191000010";"";"4";"autres"
"490191000080";"49019100";"5";"Dictionnaires et encyclopédies, même en fascicules"
"490199000080";"49019900";"5";"autres"
"490200000080";"4902";"3";"Journaux et publications périodiques imprimés, même illustrés ou contenant de la publicité"
"490210000080";"49021000";"4";"paraissant au moins quatre fois par semaine"
"490290000080";"49029000";"4";"autres"
"490300000080";"49030000";"3";"Albums ou livres d'images et albums à dessiner ou à colorier, pour enfants"
"490400000080";"49040000";"3";"Musique manuscrite ou imprimée, illustrée ou non, même reliée"
"490500000080";"4905";"3";"Ouvrages cartographiques de tous genres, y compris les cartes murales, les plans topographiques et les globes, imprimés"
"490520000080";"49052000";"4";"sous forme de livres ou de brochures"
"490590000080";"49059000";"4";"autres"
"490600000080";"49060000";"3";"Plans et dessins d'architectes, d'ingénieurs et autres plans et dessins industriels, commerciaux, topographiques ou similaires, obtenus en original à la main; textes écrits à la main; reproductions photographiques sur papier sensibilisé et copies obtenues au carbone des plans, dessins ou textes visés cidessus"
"490700000080";"490700";"3";"Timbresposte, timbres fiscaux et analogues, non oblitérés, ayant cours ou destinés à avoir cours dans le pays dans lequel ils ont, ou auront, une valeur faciale reconnue; papier timbré; billets de banque; chèques; titres d'actions ou d'obligations et titres similaires"
"490700100080";"49070010";"4";"Timbresposte, timbres fiscaux et analogues"
"490700300080";"49070030";"4";"Billets de banque"
"490700900080";"49070090";"4";"autres"
"490800000080";"4908";"3";"Décalcomanies de tous genres"
"490810000080";"49081000";"4";"Décalcomanies vitrifiables"
"490890000080";"49089000";"4";"autres"
"490900000080";"49090000";"3";"Cartes postales imprimées ou illustrées; cartes imprimées comportant des vœux ou des messages personnels, même illustrées, avec ou sans enveloppes, garnitures ou applications"
"491000000080";"49100000";"3";"Calendriers de tous genres, imprimés, y compris les blocs de calendriers à effeuiller"
"491100000080";"4911";"3";"Autres imprimés, y compris les images, les gravures et les photographies"
"491110000080";"491110";"4";"Imprimés publicitaires, catalogues commerciaux et similaires"
"491110100080";"49111010";"5";"Catalogues commerciaux"
"491110900080";"49111090";"5";"autres"
"491191000010";"";"4";"autres"
"491191000080";"49119100";"5";"Images, gravures et photographies"
"491199000080";"49119900";"5";"autres"
"500011000090";"XI";"1";"SECTION XI  MATIÈRES TEXTILES ET OUVRAGES EN CES MATIÈRES"
"500021000090";"50";"2";"CHAPITRE 50  SOIE"
"500100000080";"50010000";"3";"Cocons de vers à soie propres au dévidage"
"500200000080";"50020000";"3";"Soie grège (non moulinée)"
"500300000080";"50030000";"3";"Déchets de soie (y compris les cocons non dévidables, les déchets de fils et les effilochés)"
"500400000080";"500400";"3";"Fils de soie (autres que les fils de déchets de soie) non conditionnés pour la vente au détail"
"500400100080";"50040010";"4";"écrus, décrués ou blanchis"
"500400900080";"50040090";"4";"autres"
"500500000080";"500500";"3";"Fils de déchets de soie, non conditionnés pour la vente au détail"
"500500100080";"50050010";"4";"écrus, décrués ou blanchis"
"500500900080";"50050090";"4";"autres"
"500600000080";"500600";"3";"Fils de soie ou de déchets de soie, conditionnés pour la vente au détail; poil de Messine (crin de Florence)"
"500600100080";"50060010";"4";"Fils de soie"
"500600900080";"50060090";"4";" Fils de déchets de soie; poil de Messine (crin de Florence)"
"500700000080";"5007";"3";"Tissus de soie ou de déchets de soie"
"500710000080";"50071000";"4";"Tissus de bourrette"
"500720000080";"500720";"4";"autres tissus, contenant au moins 85 % en poids de soie ou de déchets de soie autres que la bourrette"
"500720110010";"";"5";"Crêpes"
"500720110080";"50072011";"6";"écrus, décrués ou blanchis"
"500720190080";"50072019";"6";"autres"
"500720210010";"";"5";"Pongés, habutaï, honan, shantung, corah et tissus similaires d'ExtrêmeOrient, de soie pure (non mélangée de bourre de soie, de déchets de bourre de soie ou d'autres matières textiles)"
"500720210080";"50072021";"6";"à armure toile, écrus ou simplement décrués"
"500720310010";"";"6";"autres"
"500720310080";"50072031";"7";"à armure toile"
"500720390080";"50072039";"7";"autres"
"500720410010";"";"5";"autres"
"500720410080";"50072041";"6";"Tissus clairs (non serrés)"
"500720510010";"";"6";"autres"
"500720510080";"50072051";"7";"écrus, décrués ou blanchis"
"500720590080";"50072059";"7";"teints"
"500720600080";"50072060";"7";"en fils de diverses couleurs"
"500720710080";"50072071";"7";"imprimés"
"500790000080";"500790";"4";"autres tissus"
"500790100080";"50079010";"5";"écrus, décrués ou blanchis"
"500790300080";"50079030";"5";"teints"
"500790500080";"50079050";"5";"en fils de diverses couleurs"
"500790900080";"50079090";"5";"imprimés"
"510021000090";"51";"2";"CHAPITRE 51  LAINE, POILS FINS OU GROSSIERS; FILS ET TISSUS DE CRIN"
"510100000080";"5101";"3";"Laines, non cardées ni peignées"
"510111000010";"";"4";"en suint, y compris les laines lavées à dos"
"510111000080";"51011100";"5";"Laines de tonte"
"510119000080";"51011900";"5";"autres"
"510121000010";"";"4";"dégraissées, non carbonisées"
"510121000080";"51012100";"5";"Laines de tonte"
"510129000080";"51012900";"5";"autres"
"510130000080";"51013000";"4";"carbonisées"
"510200000080";"5102";"3";"Poils fins ou grossiers, non cardés ni peignés"
"510211000010";"";"4";"Poils fins"
"510211000080";"51021100";"5";"de chèvre du Cachemire"
"510219000080";"510219";"5";"autres"
"510219100080";"51021910";"6";"de lapin angora"
"510219300080";"51021930";"6";"d'alpaga, de lama, de vigogne"
"510219400080";"51021940";"6";"de chameau et dromadaire, de yack, de chèvre mohair, de chèvre du Tibet et de chèvres similaires"
"510219900080";"51021990";"6";"d'autres lapins que le lapin angora, de lièvre, de castor, de ragondin et de rat musqué"
"510220000080";"51022000";"4";"Poils grossiers"
"510300000080";"5103";"3";"Déchets de laine ou de poils fins ou grossiers, y compris les déchets de fils mais à l'exclusion des effilochés"
